sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.040;50;;60rounds;Yes;No;2;0.73828;0.87833;0.00000;0.21194;1.61662;Group2@92;BoulwareNegotiationParty@93;0.8783333333333334;0.7382820437475793;0.8783333333333334;0.7382820437475793;0.8783333333333334;0.7382820437475793;0.0;0.0;0.8783333333333334;0.7382820437475793;party1_utility.xml;party2_utility.xml
0.132;59;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;PokerFace@94;BoulwareNegotiationParty@95;1.0;0.2969260373579895;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.064;22;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TUDMixedStrategyAgent@96;BoulwareNegotiationParty@97;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.206;59;;60rounds;Yes;No;2;0.34805;0.53500;0.45382;0.63206;0.88305;MeanBot@98;BoulwareNegotiationParty@99;0.535;0.3480456507309718;0.535;0.3480456507309718;0.535;0.3480456507309718;0.0;0.0;0.535;0.3480456507309718;party1_utility.xml;party2_utility.xml
1.677;51;;60rounds;Yes;No;2;0.75700;0.81833;0.06285;0.17477;1.57534;PNegotiator@100;BoulwareNegotiationParty@101;0.8183333333333332;0.7570048124820374;0.8183333333333332;0.7570048124820374;0.8183333333333332;0.7570048124820374;0.0;0.0;0.8183333333333332;0.7570048124820374;party1_utility.xml;party2_utility.xml
0.091;51;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;RandomDance@102;BoulwareNegotiationParty@103;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
;56;Session genius.core.session.Session@8e24743 failed: Failed to execute protocol: Execution failed of BoulwareNegotiationParty@105:java.lang.ClassCastException: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer:[agents.anac.y2015.JonnyBlack.JonnyBlack, negotiator.parties.BoulwareNegotiationParty];60rounds;No;;0;;;;;;JonnyBlack;BoulwareNegotiationParty;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.002;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;UtilityBasedAcceptor@106;BoulwareNegotiationParty@107;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
12.818;53;;60rounds;Yes;No;2;0.68493;0.88167;0.00000;0.26211;1.56660;AgentFSEGA@108;BoulwareNegotiationParty@109;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.0;0.6849303286683233;0.0;0.0;0.8816666666666667;0.6849303286683233;party1_utility.xml;party2_utility.xml
0.076;53;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Agent_K@110;BoulwareNegotiationParty@111;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
