sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.014;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@358;Atlas32016@359;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.100;58;;60rounds;Yes;No;2;0.63070;0.74250;0.14936;0.30088;1.37320;MetaAgent2013@360;Atlas32016@361;0.7424999999999999;0.6307024785138831;0.7424999999999999;0.6307024785138831;0.0;0.6307024785138831;0.0;0.0;0.7424999999999999;0.6307024785138831;party1_utility.xml;party2_utility.xml
0.090;58;;60rounds;Yes;No;2;0.67083;0.81876;0.14255;0.15841;1.48959;Atlas32016@362;MetaAgent2013@363;0.6708333333333334;0.8187558758921929;0.6708333333333334;0.8187558758921929;0.6708333333333334;0.0;0.0;0.0;0.6708333333333334;0.8187558758921929;party1_utility.xml;party2_utility.xml
1.509;53;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;ParsAgent@364;MetaAgent2013@365;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
0.084;61;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Mercury@366;MetaAgent2013@367;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@1fc2b765 failed: failed to construct agent : Execution failed of init<CaduceusDC16@368,Participant[Party368,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2013.MetaAgent.MetaAgent2013];60rounds;No;;0;;;;;;CaduceusDC16;MetaAgent2013;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.085;60;;60rounds;Yes;No;2;0.64973;0.92917;0.02068;0.31390;1.57890;YXAgent@370;MetaAgent2013@371;0.9291666666666667;0.6497308213786102;0.9291666666666667;0.6497308213786102;0.9291666666666667;0.0;0.0;0.0;0.9291666666666667;0.6497308213786102;party1_utility.xml;party2_utility.xml
0.128;60;;60rounds;Yes;No;2;0.66845;0.86917;0.02068;0.27339;1.53762;PonPokoAgent@372;MetaAgent2013@373;0.8691666666666665;0.6684535901130682;0.8691666666666665;0.6684535901130682;0.8691666666666665;0.0;0.0;0.0;0.8691666666666665;0.6684535901130682;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@22eeefeb failed: Failed to execute protocol: Execution failed of Rubick@374:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2013.MetaAgent.MetaAgent2013];60rounds;No;;0;;;;;;Rubick;MetaAgent2013;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.112;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@376;MetaAgent2013@377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.737;59;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;atlas@378;MetaAgent2013@379;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
2.864;53;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Agent_K@380;ParsAgent@381;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
4.191;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@382;ParsAgent@383;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.986;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Gahboninho@384;ParsAgent@385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
2.576;53;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@386;ParsAgent@387;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
2.060;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@388;ParsAgent@389;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
2.063;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;TimeDependentAgentHardliner@390;ParsAgent@391;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.040;3;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;AgentM@392;ParsAgent@393;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
1.482;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;AgentLG@394;ParsAgent@395;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.087;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@396;ParsAgent@397;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
;3;Session genius.core.session.Session@782663d3 failed: Failed to execute protocol: Execution failed of MetaAgent2013@398:java.lang.Error: java.lang.ArrayIndexOutOfBoundsException: -1: java.lang.ArrayIndexOutOfBoundsException: -1: -1:[agents.anac.y2013.MetaAgent.MetaAgent2013, agents.anac.y2015.ParsAgent.ParsAgent];60rounds;No;;0;;;;;;MetaAgent2013;ParsAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
1.694;57;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Atlas32016@400;ParsAgent@401;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
1.298;53;;60rounds;Yes;No;2;0.75500;0.80463;0.10391;0.12752;1.55963;ParsAgent@402;Atlas32016@403;0.755;0.8046278308854702;0.755;0.8046278308854702;0.755;0.8046278308854702;0.0;0.0;0.755;0.8046278308854702;party1_utility.xml;party2_utility.xml
0.087;61;;60rounds;Yes;No;2;0.68493;0.88167;0.00000;0.26211;1.56660;Mercury@404;Atlas32016@405;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.8816666666666667;0.6849303286683233;0.0;0.0;0.8816666666666667;0.6849303286683233;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@150c158 failed: failed to construct agent : Execution failed of init<CaduceusDC16@406,Participant[Party406,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2016.atlas3.Atlas32016];60rounds;No;;0;;;;;;CaduceusDC16;Atlas32016;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.086;45;;60rounds;Yes;No;2;0.54056;0.90333;0.08511;0.40565;1.44389;YXAgent@408;Atlas32016@409;0.9033333333333333;0.540561181084517;0.9033333333333333;0.540561181084517;0.9033333333333333;0.540561181084517;0.0;0.0;0.9033333333333333;0.540561181084517;party1_utility.xml;party2_utility.xml
0.043;37;;60rounds;Yes;No;2;0.69002;0.87833;0.00608;0.25616;1.56835;PonPokoAgent@410;Atlas32016@411;0.8783333333333334;0.6900190691355816;0.8783333333333334;0.6900190691355816;0.8783333333333334;0.6900190691355816;0.0;0.0;0.8783333333333334;0.6900190691355816;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@eb21112 failed: Failed to execute protocol: Execution failed of Rubick@412:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2016.atlas3.Atlas32016];60rounds;No;;0;;;;;;Rubick;Atlas32016;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;41;Session genius.core.session.Session@706a04ae failed: Failed to execute protocol: Execution failed of Atlas32016@415:java.lang.ClassCastException: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer:[agents.anac.y2015.JonnyBlack.JonnyBlack, agents.anac.y2016.atlas3.Atlas32016];60rounds;No;;0;;;;;;JonnyBlack;Atlas32016;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.842;48;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;atlas@416;Atlas32016@417;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.120;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Agent_K@418;Mercury@419;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.086;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@420;Mercury@421;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.066;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@422;Mercury@423;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
1.481;60;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;IAMhaggler2011@424;Mercury@425;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.056;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@426;Mercury@427;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.079;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;TimeDependentAgentHardliner@428;Mercury@429;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.007;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@430;Mercury@431;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.278;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;AgentLG@432;Mercury@433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.021;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@434;Mercury@435;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.093;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;MetaAgent2013@436;Mercury@437;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.092;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;Atlas32016@438;Mercury@439;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
5.072;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;ParsAgent@440;Mercury@441;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;61;Session genius.core.session.Session@2641e737 failed: Failed to execute protocol: null:[agents.anac.y2015.Mercury.Mercury, agents.anac.y2015.ParsAgent.ParsAgent];60rounds;No;;0;;;;;;Mercury;ParsAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@704921a5 failed: failed to construct agent : Execution failed of init<CaduceusDC16@444,Participant[Party444,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2015.ParsAgent.ParsAgent];60rounds;No;;0;;;;;;CaduceusDC16;ParsAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
5.485;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@446;ParsAgent@447;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
4.516;54;;60rounds;Yes;No;2;0.76209;0.81500;0.06766;0.16915;1.57709;PonPokoAgent@448;ParsAgent@449;0.815;0.7620935529492956;0.815;0.7620935529492956;0.815;0.7620935529492956;0.0;0.0;0.815;0.7620935529492956;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@27d415d9 failed: Failed to execute protocol: Execution failed of Rubick@450:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2015.ParsAgent.ParsAgent];60rounds;No;;0;;;;;;Rubick;ParsAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
3.331;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@452;ParsAgent@453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
3.622;58;;60rounds;Yes;No;2;0.72167;0.95238;0.02381;0.06766;1.67404;atlas@454;ParsAgent@455;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.9523769815965673;0.0;0.0;0.7216666666666667;0.9523769815965673;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@376b4233 failed: failed to construct agent : Execution failed of init<CaduceusDC16@457,Participant[Party457,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2010.AgentK.Agent_K, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;Agent_K;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@5d11346a failed: failed to construct agent : Execution failed of init<CaduceusDC16@459,Participant[Party459,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2011.HardHeaded.KLH, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;KLH;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@17211155 failed: failed to construct agent : Execution failed of init<CaduceusDC16@461,Participant[Party461,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2011.Gahboninho.Gahboninho, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;Gahboninho;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@5fdba6f9 failed: failed to construct agent : Execution failed of init<CaduceusDC16@463,Participant[Party463,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2011.IAMhaggler2011.IAMhaggler2011, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;IAMhaggler2011;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@fe18270 failed: failed to construct agent : Execution failed of init<CaduceusDC16@465,Participant[Party465,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2012.CUHKAgent.CUHKAgent, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;CUHKAgent;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@6dde5c8c failed: failed to construct agent : Execution failed of init<CaduceusDC16@467,Participant[Party467,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.TimeDependentAgentHardliner, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;TimeDependentAgentHardliner;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@52525845 failed: failed to construct agent : Execution failed of init<CaduceusDC16@469,Participant[Party469,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2014.AgentM.AgentM, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;AgentM;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@24b1d79b failed: failed to construct agent : Execution failed of init<CaduceusDC16@471,Participant[Party471,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2012.AgentLG.AgentLG, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;AgentLG;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@281e3708 failed: failed to construct agent : Execution failed of init<CaduceusDC16@473,Participant[Party473,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2013.TheFawkes.TheFawkes, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;TheFawkes;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@1f021e6c failed: failed to construct agent : Execution failed of init<CaduceusDC16@475,Participant[Party475,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2013.MetaAgent.MetaAgent2013, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;MetaAgent2013;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@587c290d failed: failed to construct agent : Execution failed of init<CaduceusDC16@477,Participant[Party477,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2016.atlas3.Atlas32016, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;Atlas32016;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@4ae82894 failed: failed to construct agent : Execution failed of init<CaduceusDC16@479,Participant[Party479,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2015.ParsAgent.ParsAgent, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;ParsAgent;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@6d3af739 failed: failed to construct agent : Execution failed of init<CaduceusDC16@481,Participant[Party481,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party2_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2015.Mercury.Mercury, agents.anac.y2017.caduceusdc16.CaduceusDC16];60rounds;No;;0;;;;;;Mercury;CaduceusDC16;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;1;Session genius.core.session.Session@16022d9d failed: failed to construct agent : Execution failed of init<CaduceusDC16@482,Participant[Party482,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2015.Mercury.Mercury];60rounds;No;;0;;;;;;CaduceusDC16;Mercury;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.103;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@484;Mercury@485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.300;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;PonPokoAgent@486;Mercury@487;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@61ca2dfa failed: Failed to execute protocol: Execution failed of Rubick@488:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2015.Mercury.Mercury];60rounds;No;;0;;;;;;Rubick;Mercury;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
;61;Session genius.core.session.Session@4bb4de6a failed: Failed to execute protocol: Execution failed of Mercury@491:java.lang.ClassCastException: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer: genius.core.actions.Accept cannot be cast to genius.core.actions.Offer:[agents.anac.y2015.JonnyBlack.JonnyBlack, agents.anac.y2015.Mercury.Mercury];60rounds;No;;0;;;;;;JonnyBlack;Mercury;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
1.520;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;atlas@492;Mercury@493;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.407;54;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Agent_K@494;YXAgent@495;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.103;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@496;YXAgent@497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.120;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Gahboninho@498;YXAgent@499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.353;12;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;IAMhaggler2011@500;YXAgent@501;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.9285654723948509;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.215;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@502;YXAgent@503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.166;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;TimeDependentAgentHardliner@504;YXAgent@505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.049;3;;60rounds;Yes;No;2;0.64583;0.98352;0.02068;0.14963;1.62936;AgentM@506;YXAgent@507;0.6458333333333333;0.9835232614447449;0.6458333333333333;0.9835232614447449;0.0;0.9835232614447449;0.0;0.0;0.6458333333333333;0.9835232614447449;party1_utility.xml;party2_utility.xml
0.455;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;AgentLG@508;YXAgent@509;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.040;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@510;YXAgent@511;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.207;60;;60rounds;Yes;No;2;0.51583;0.91279;0.16707;0.26963;1.42862;MetaAgent2013@512;YXAgent@513;0.5158333333333334;0.9127857081126278;0.5158333333333334;0.9127857081126278;0.0;0.9127857081126278;0.0;0.0;0.5158333333333334;0.9127857081126278;party1_utility.xml;party2_utility.xml
0.136;49;;60rounds;Yes;No;2;0.77250;0.91209;0.01483;0.02068;1.68459;Atlas32016@514;YXAgent@515;0.7725;0.9120887338395958;0.7725;0.9120887338395958;0.7725;0.9120887338395958;0.0;0.0;0.7725;0.9120887338395958;party1_utility.xml;party2_utility.xml
2.915;51;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;ParsAgent@516;YXAgent@517;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
