sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Utility 1;Utility 2;Disc. Util. 1;Disc. Util. 2;Perceived. Util. 1;Perceived. Util. 2;User Bother 1;User Bother 2;User Util. 1;User Util. 2;Profile 1;Profile 2
0.027;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@168;CUHKAgent@169;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.121;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;MetaAgent2013@170;CUHKAgent@171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.077;58;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Atlas32016@172;CUHKAgent@173;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
1.408;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;ParsAgent@174;CUHKAgent@175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.078;61;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Mercury@176;CUHKAgent@177;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@371a67ec failed: failed to construct agent : Execution failed of init<CaduceusDC16@178,Participant[Party178,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2012.CUHKAgent.CUHKAgent];60rounds;No;;0;;;;;;CaduceusDC16;CUHKAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.088;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@180;CUHKAgent@181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.081;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;PonPokoAgent@182;CUHKAgent@183;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@1e7c7811 failed: Failed to execute protocol: Execution failed of Rubick@184:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2012.CUHKAgent.CUHKAgent];60rounds;No;;0;;;;;;Rubick;CUHKAgent;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.097;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@186;CUHKAgent@187;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.351;57;;60rounds;Yes;No;2;0.72167;0.95238;0.02381;0.06766;1.67404;atlas@188;CUHKAgent@189;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9523769815965673;party1_utility.xml;party2_utility.xml
0.003;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Agent_K@190;AgentM@191;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.003;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;KLH@192;AgentM@193;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.005;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@194;AgentM@195;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.011;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;IAMhaggler2011@196;AgentM@197;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.011;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;CUHKAgent@198;AgentM@199;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.007;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;TimeDependentAgentHardliner@200;AgentM@201;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.008;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@202;TimeDependentAgentHardliner@203;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.083;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;AgentLG@204;TimeDependentAgentHardliner@205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.022;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@206;TimeDependentAgentHardliner@207;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.344;59;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;MetaAgent2013@208;TimeDependentAgentHardliner@209;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.065;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;Atlas32016@210;TimeDependentAgentHardliner@211;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
1.454;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;ParsAgent@212;TimeDependentAgentHardliner@213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.055;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;Mercury@214;TimeDependentAgentHardliner@215;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@76a3e297 failed: failed to construct agent : Execution failed of init<CaduceusDC16@216,Participant[Party216,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.TimeDependentAgentHardliner];60rounds;No;;0;;;;;;CaduceusDC16;TimeDependentAgentHardliner;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.074;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@218;TimeDependentAgentHardliner@219;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.074;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;PonPokoAgent@220;TimeDependentAgentHardliner@221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@87f383f failed: Failed to execute protocol: Execution failed of Rubick@222:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.TimeDependentAgentHardliner];60rounds;No;;0;;;;;;Rubick;TimeDependentAgentHardliner;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.080;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@224;TimeDependentAgentHardliner@225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.186;61;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;atlas@226;TimeDependentAgentHardliner@227;0.6583333333333333;1.0;0.6583333333333333;1.0;0.6583333333333333;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.137;54;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;Agent_K@228;AgentLG@229;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.0;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
0.083;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@230;AgentLG@231;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.094;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Gahboninho@232;AgentLG@233;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.661;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;IAMhaggler2011@234;AgentLG@235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.074;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@236;AgentLG@237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.085;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;TimeDependentAgentHardliner@238;AgentLG@239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.008;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@240;AgentLG@241;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.008;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;AgentLG@242;AgentM@243;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.005;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;TheFawkes@244;AgentM@245;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.014;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;MetaAgent2013@246;AgentM@247;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.003;2;;60rounds;Yes;No;2;0.31340;0.98750;0.00000;0.64764;1.30090;Atlas32016@248;AgentM@249;0.9874999999999999;0.31340277591324467;0.9874999999999999;0.31340277591324467;0.9874999999999999;0.0;0.0;0.0;0.9874999999999999;0.31340277591324467;party1_utility.xml;party2_utility.xml
0.008;2;;60rounds;Yes;No;2;0.27242;0.93333;0.06793;0.67271;1.20575;ParsAgent@250;AgentM@251;0.9333333333333335;0.272417371656159;0.9333333333333335;0.272417371656159;0.9333333333333335;0.0;0.0;0.0;0.9333333333333335;0.272417371656159;party1_utility.xml;party2_utility.xml
0.005;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Mercury@252;AgentM@253;1.0;0.2969260373579895;1.0;0.2969260373579895;1.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@e720b71 failed: failed to construct agent : Execution failed of init<CaduceusDC16@254,Participant[Party254,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2014.AgentM.AgentM];60rounds;No;;0;;;;;;CaduceusDC16;AgentM;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.006;2;;60rounds;Yes;No;2;0.38005;0.91500;0.09848;0.56371;1.29505;YXAgent@256;AgentM@257;0.9149999999999999;0.380054083092503;0.9149999999999999;0.380054083092503;0.9149999999999999;0.0;0.0;0.0;0.9149999999999999;0.380054083092503;party1_utility.xml;party2_utility.xml
0.002;2;;60rounds;Yes;No;2;0.47817;0.96250;0.02068;0.48411;1.44067;PonPokoAgent@258;AgentM@259;0.9625;0.4781701614657966;0.9625;0.4781701614657966;0.9625;0.0;0.0;0.0;0.9625;0.4781701614657966;party1_utility.xml;party2_utility.xml
0.006;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Rubick@260;AgentM@261;1.0;0.2969260373579895;1.0;0.2969260373579895;1.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.008;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;JonnyBlack@262;AgentM@263;1.0;0.2969260373579895;1.0;0.2969260373579895;1.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.023;2;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;atlas@264;AgentM@265;1.0;0.2969260373579895;1.0;0.2969260373579895;1.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.130;60;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Agent_K@266;TheFawkes@267;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.0;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.069;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@268;TheFawkes@269;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.072;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Gahboninho@270;TheFawkes@271;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.327;54;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;IAMhaggler2011@272;TheFawkes@273;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
0.065;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@274;TheFawkes@275;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.065;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;TimeDependentAgentHardliner@276;TheFawkes@277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.005;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@278;TheFawkes@279;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.096;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;AgentLG@280;TheFawkes@281;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.057;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@282;AgentLG@283;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.136;61;;60rounds;Yes;No;2;0.72167;0.95238;0.02381;0.06766;1.67404;MetaAgent2013@284;AgentLG@285;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.9523769815965673;0.0;0.0;0.0;0.0;0.7216666666666667;0.9523769815965673;party1_utility.xml;party2_utility.xml
0.129;55;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;Atlas32016@286;AgentLG@287;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
1.565;55;;60rounds;Yes;No;2;0.72167;0.97619;0.00000;0.07924;1.69786;ParsAgent@288;AgentLG@289;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.9761884907982836;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9761884907982836;party1_utility.xml;party2_utility.xml
0.094;61;;60rounds;Yes;No;2;0.72167;0.95238;0.02381;0.06766;1.67404;Mercury@290;AgentLG@291;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.9523769815965673;0.7216666666666667;0.0;0.0;0.0;0.7216666666666667;0.9523769815965673;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@8646db9 failed: failed to construct agent : Execution failed of init<CaduceusDC16@292,Participant[Party292,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2012.AgentLG.AgentLG];60rounds;No;;0;;;;;;CaduceusDC16;AgentLG;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.096;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@294;AgentLG@295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.097;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;PonPokoAgent@296;AgentLG@297;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@6950e31 failed: Failed to execute protocol: Execution failed of Rubick@298:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2012.AgentLG.AgentLG];60rounds;No;;0;;;;;;Rubick;AgentLG;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.122;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@300;AgentLG@301;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.029;55;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;atlas@302;AgentLG@303;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.149;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Agent_K@304;MetaAgent2013@305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.176;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;KLH@306;MetaAgent2013@307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.102;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Gahboninho@308;MetaAgent2013@309;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.633;28;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;IAMhaggler2011@310;MetaAgent2013@311;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.0;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
0.062;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;CUHKAgent@312;MetaAgent2013@313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.085;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;TimeDependentAgentHardliner@314;MetaAgent2013@315;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.0;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.009;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@316;MetaAgent2013@317;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.128;61;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;AgentLG@318;MetaAgent2013@319;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.0;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
0.029;4;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;TheFawkes@320;MetaAgent2013@321;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;0.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.121;61;;60rounds;Yes;No;2;0.72167;0.92793;0.04826;0.06334;1.64959;MetaAgent2013@322;TheFawkes@323;0.7216666666666667;0.9279255161862858;0.7216666666666667;0.9279255161862858;0.0;0.0;0.0;0.0;0.7216666666666667;0.9279255161862858;party1_utility.xml;party2_utility.xml
0.146;55;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;Atlas32016@324;TheFawkes@325;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
1.590;52;;60rounds;Yes;No;2;0.78500;0.92857;0.00000;0.00000;1.71357;ParsAgent@326;TheFawkes@327;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.9285654723948509;0.7849999999999999;0.0;0.0;0.0;0.7849999999999999;0.9285654723948509;party1_utility.xml;party2_utility.xml
0.136;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;Mercury@328;TheFawkes@329;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
;1;Session genius.core.session.Session@569cfc36 failed: failed to construct agent : Execution failed of init<CaduceusDC16@330,Participant[Party330,PartyRepositoryItem[CaduceusDC16,agents.anac.y2017.caduceusdc16.CaduceusDC16,ANAC2017, is mediator=false],etc/templates/partydomain/party1_utility.xml]>:java.lang.NullPointerException: null:[agents.anac.y2017.caduceusdc16.CaduceusDC16, agents.anac.y2013.TheFawkes.TheFawkes];60rounds;No;;0;;;;;;CaduceusDC16;TheFawkes;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.076;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;YXAgent@332;TheFawkes@333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
0.058;61;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;PonPokoAgent@334;TheFawkes@335;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
;4;Session genius.core.session.Session@553a3d88 failed: Failed to execute protocol: Execution failed of Rubick@336:java.lang.NullPointerException: null:[agents.anac.y2017.rubick.Rubick, agents.anac.y2013.TheFawkes.TheFawkes];60rounds;No;;0;;;;;;Rubick;TheFawkes;0.0;0.0;0.0;0.0;;;;;;;party1_utility;party2_utility
0.096;61;;60rounds;No;No;1;0.00000;0.00000;1.03604;1.21592;0.00000;JonnyBlack@338;TheFawkes@339;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party1_utility.xml;party2_utility.xml
1.085;55;;60rounds;Yes;No;2;0.78500;0.90411;0.00000;0.02445;1.68911;atlas@340;TheFawkes@341;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.9041140069845697;0.7850000000000001;0.0;0.0;0.0;0.7850000000000001;0.9041140069845697;party1_utility.xml;party2_utility.xml
0.103;54;;60rounds;Yes;No;2;0.75167;0.80972;0.10011;0.12343;1.56138;Agent_K@342;Atlas32016@343;0.7516666666666667;0.8097165713527283;0.7516666666666667;0.8097165713527283;0.0;0.8097165713527283;0.0;0.0;0.7516666666666667;0.8097165713527283;party1_utility.xml;party2_utility.xml
0.059;58;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;KLH@344;Atlas32016@345;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
0.067;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;Gahboninho@346;Atlas32016@347;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.724;36;;60rounds;Yes;No;2;0.71608;0.80583;0.07582;0.21351;1.52191;IAMhaggler2011@348;Atlas32016@349;0.8058333333333333;0.7160766085165009;0.8058333333333333;0.7160766085165009;0.0;0.7160766085165009;0.0;0.0;0.8058333333333333;0.7160766085165009;party1_utility.xml;party2_utility.xml
0.062;57;;60rounds;Yes;No;2;0.48496;0.95417;0.02297;0.47476;1.43913;CUHKAgent@350;Atlas32016@351;0.9541666666666666;0.4849634358260582;0.9541666666666666;0.4849634358260582;0.0;0.4849634358260582;0.0;0.0;0.9541666666666666;0.4849634358260582;party1_utility.xml;party2_utility.xml
0.161;61;;60rounds;Yes;No;2;0.29693;1.00000;0.00000;0.66723;1.29693;TimeDependentAgentHardliner@352;Atlas32016@353;1.0;0.2969260373579895;1.0;0.2969260373579895;0.0;0.2969260373579895;0.0;0.0;1.0;0.2969260373579895;party1_utility.xml;party2_utility.xml
0.008;3;;60rounds;Yes;No;2;0.65833;1.00000;0.00000;0.14542;1.65833;AgentM@354;Atlas32016@355;0.6583333333333333;1.0;0.6583333333333333;1.0;0.0;1.0;0.0;0.0;0.6583333333333333;1.0;party1_utility.xml;party2_utility.xml
0.115;58;;60rounds;Yes;No;2;0.66621;0.94167;0.00000;0.30558;1.60787;AgentLG@356;Atlas32016@357;0.9416666666666667;0.6662075599338653;0.9416666666666667;0.6662075599338653;0.0;0.6662075599338653;0.0;0.0;0.9416666666666667;0.6662075599338653;party1_utility.xml;party2_utility.xml
